student_id,Age,Gender,Living_Status,GPA,Attendance_Rate,acad_workload_stress,acad_exam_anxiety,acad_confidence,acad_grade_pressure,sleep_duration,sleep_disturbance,sleep_restfulness,sleep_aid_usage,screen_time_daily,screen_distraction,screen_bedtime_habit,screen_physical_strain,social_media_daily,social_media_comparison,social_media_dependency,fin_expense_worry,fin_academic_impact,fin_work_status,fam_communication,fam_support_emotional,fam_conflict_stress,fam_contact_satisfaction,phys_exercise_frequency,phys_stress_relief,phys_sedentary_habit,study_hours_weekly,study_cramming_habit,study_procrastination,study_peer_collaboration,well_depressive_mood,well_anxious_mood,well_emotional_coping,well_loneliness,well_optimism,well_overwhelmed,env_belonging,env_safety,env_counseling_use,Coping_Mechanism,Risk_Level
STU-2026-0192,22,Female,Off-Campus with family,3.43,1.0,2,2,5,2,8.6,3,2,1,6.559111658953293,2,4,2,2.72600119115892,2,1,3,2,No,2,1,1,2,0.0,3,4,15.946439471177777,3,3,2,0.0,1,5,3,4,4,4,4,1,Active Coping,1
STU-2026-0193,23,Male,On-Campus,3.06,0.8,2,3,5,3,7.8,2,4,1,6.805016508537361,2,4,3,3.2980442217392203,1,4,2,2,No,4,5,3,4,3.5,3,4,17.333627337960518,2,1,3,0.0,1,5,1,5,1,5,3,0,Active Coping,0
STU-2026-0194,20,Male,Off-Campus with family,2.82,1.0,2,2,5,2,6.1,1,5,1,10.427247970774424,4,1,5,2.096275776120747,2,4,3,3,No,3,3,1,2,0.0,4,5,17.429811414636355,2,4,5,1.0,2,5,2,3,2,5,5,0,Active Coping,1
STU-2026-0195,19,Female,On-Campus,2.6,1.0,3,3,4,3,7.3,2,4,1,9.582687461496288,4,3,4,3.1656828427917327,1,3,1,1,No,3,2,2,3,5.5,3,4,16.745862701559282,5,2,1,0.0,1,5,2,4,3,5,4,0,Active Coping,0
STU-2026-0196,19,Female,On-Campus,2.73,1.0,1,2,5,1,7.9,1,5,1,9.529617709098538,3,5,4,4.3754273440906,3,3,1,1,Part-time,2,1,1,1,0.0,3,4,18.35518506339903,4,5,2,0.0,1,3,2,4,1,4,1,0,Active Coping,0
STU-2026-0197,21,Female,Off-Campus alone,2.82,1.0,5,5,1,5,7.3,1,4,1,7.461410881363445,2,4,4,4.186657704942388,4,3,3,2,No,4,3,1,4,1.5,3,4,13.88729082042801,3,3,4,0.0,3,4,2,3,3,4,5,0,Social Support Seeking,2
STU-2026-0198,22,Male,On-Campus,2.85,1.0,2,2,3,2,7.2,2,4,1,9.22292930883599,4,5,4,2.6477032930789157,3,3,1,2,No,2,1,1,1,5.5,2,4,10.637423422040643,3,4,5,0.0,1,4,2,4,3,2,4,0,Active Coping,1
STU-2026-0199,22,Male,Off-Campus alone,3.29,1.0,2,2,5,2,7.2,1,4,1,4.91421731489857,2,4,3,2.326589929688842,1,3,1,1,Part-time,2,3,4,2,0.0,2,3,10.200860015431761,3,5,3,0.0,1,4,3,3,2,4,4,1,Active Coping,0
STU-2026-0200,21,Male,Off-Campus with family,3.19,0.4,3,4,3,4,7.3,2,3,5,8.458607446245168,3,3,3,4.713388490328154,3,2,1,1,Part-time,5,5,2,5,1.5,1,5,19.875255476517342,1,4,1,0.0,1,5,2,5,2,1,4,0,Active Coping,0
STU-2026-0201,20,Male,On-Campus,2.8,0.8,4,5,3,5,7.7,2,4,1,6.616279920077582,4,4,4,2.7941465064989623,3,2,5,4,No,5,5,5,4,1.5,2,5,17.35161155264145,3,3,5,0.0,2,5,1,5,3,5,4,0,Social Support Seeking,1
STU-2026-0202,18,Male,Off-Campus with family,2.54,0.4,1,1,5,2,7.6,2,4,2,1.8504875314791942,1,3,1,0.5,1,2,3,3,No,4,5,2,3,1.5,3,3,5.72081114524838,4,2,1,0.0,0,5,3,4,1,3,4,1,Social Support Seeking,0
STU-2026-0203,19,Male,Off-Campus alone,3.76,1.0,3,3,2,4,7.0,2,4,1,3.0347458529450915,2,5,3,1.288656510970953,2,2,2,2,No,4,4,2,4,0.0,4,2,20.483767133999702,3,3,2,1.0,3,4,4,3,3,4,4,0,Active Coping,2
STU-2026-0204,22,Male,Off-Campus with family,3.78,0.6,5,5,1,5,9.0,2,3,1,5.342553049776949,3,3,3,1.8603968795095454,1,1,2,2,Part-time,5,4,1,4,0.0,3,4,24.402175732013276,3,5,2,0.0,3,4,2,4,2,1,3,0,Denial,1
STU-2026-0205,20,Male,Off-Campus alone,2.73,0.8,2,1,3,2,7.9,2,3,1,8.037884960871775,2,4,5,5.343785292485781,4,5,3,4,Part-time,4,5,1,4,1.5,5,5,11.420415746207336,1,4,2,0.0,2,5,4,5,2,3,5,0,Active Coping,0
STU-2026-0206,18,Female,Off-Campus with family,3.31,0.8,3,3,4,3,7.2,2,3,1,5.344800529165077,3,2,3,1.4019769506903035,2,1,3,2,No,2,1,1,1,1.5,5,4,16.680800231380204,3,5,4,1.0,1,4,3,5,3,3,4,0,Denial,1
STU-2026-0207,18,Male,Off-Campus with family,3.29,0.8,4,3,3,5,7.9,1,4,2,5.522208156538228,2,4,4,2.905995653031201,3,2,4,5,Part-time,5,5,1,5,1.5,4,3,12.632709531838202,1,1,4,0.0,2,5,1,5,2,3,3,2,Active Coping,0
STU-2026-0208,21,Male,Off-Campus alone,2.73,1.0,1,2,5,2,5.7,2,4,1,8.908152304687105,5,5,2,2.0164483149250474,3,2,2,2,Part-time,4,3,2,4,0.0,4,4,18.141534627355835,3,2,3,1.0,0,4,3,4,1,3,4,1,Denial,0
STU-2026-0209,18,Female,On-Campus,2.59,0.8,3,4,2,3,5.7,2,3,1,5.612469701375782,2,4,4,2.3745529722118195,1,1,1,2,No,3,2,1,3,1.5,4,3,9.169955554623874,3,1,1,1.0,2,4,1,4,4,1,4,0,Substance Use,2
STU-2026-0210,19,Female,Off-Campus with family,3.72,1.0,3,3,3,4,8.0,1,4,4,10.327018105086028,5,4,5,4.925881718201228,3,4,1,1,Part-time,3,4,1,3,1.5,1,5,14.642771714506097,4,4,3,0.0,1,5,2,5,3,3,3,0,Denial,0
STU-2026-0211,20,Male,On-Campus,3.16,1.0,3,4,4,4,7.2,2,4,1,9.912809349550336,4,5,5,3.459347084361293,4,3,3,2,No,3,4,1,3,1.5,5,5,19.906570639993905,3,2,3,0.0,3,5,2,5,2,3,3,0,Active Coping,1
STU-2026-0212,21,Female,Off-Campus alone,2.42,1.0,2,3,5,2,7.4,3,2,5,7.054703301428296,2,4,3,3.0161524544382767,1,2,3,3,No,5,5,1,5,1.5,2,4,21.1785586964942,2,1,2,0.0,0,5,1,5,2,5,2,0,Active Coping,0
STU-2026-0213,21,Female,Off-Campus alone,2.91,0.6,1,2,5,1,7.4,3,2,5,8.883653629145822,2,3,3,2.503208355998499,3,2,1,1,No,3,2,2,3,1.5,5,5,17.132479094598445,3,4,5,0.0,1,4,3,4,3,3,5,0,Denial,1
STU-2026-0214,19,Male,On-Campus,3.14,0.6,3,4,3,4,10.0,1,5,1,8.543101135890955,3,3,3,3.007700629099146,4,3,1,2,No,5,5,4,5,1.5,4,5,13.304773483951305,4,3,4,0.0,3,5,1,5,2,3,4,0,Denial,1
STU-2026-0215,21,Female,Off-Campus with family,2.47,0.4,1,1,5,2,8.4,2,3,1,6.385836810101491,4,5,2,3.2603091783195133,1,1,1,1,No,5,5,1,4,0.0,3,3,7.036994578281957,1,4,3,0.0,0,5,2,4,1,5,4,0,Active Coping,0
STU-2026-0216,19,Female,Off-Campus alone,3.04,0.8,4,3,2,5,6.1,4,1,1,9.154086657430366,4,5,4,3.212169263771242,2,2,5,5,Full-time,4,5,1,3,1.5,4,4,11.212251443803591,3,3,1,0.0,3,5,2,5,3,4,3,0,Social Support Seeking,1
STU-2026-0217,19,Male,On-Campus,3.26,1.0,3,3,4,3,5.4,3,2,1,9.522255138476318,3,3,2,6.188242603538953,4,4,1,1,No,4,4,1,3,0.0,4,4,12.653632976226099,5,3,3,1.0,2,4,2,5,4,3,4,0,Denial,2
STU-2026-0218,21,Male,Off-Campus with family,2.83,1.0,3,3,3,3,8.9,2,3,1,4.618911923023999,2,3,2,2.3750605791844017,1,2,3,3,No,3,2,4,3,1.5,1,5,11.51133108349193,2,3,5,0.0,2,4,2,5,3,3,4,0,Active Coping,1
STU-2026-0219,20,Female,Off-Campus alone,2.92,1.0,5,5,2,5,8.2,1,5,4,7.383871595801853,2,5,3,3.0962383330382854,4,2,3,3,No,1,2,1,1,1.5,4,5,15.297764841568076,3,5,2,1.0,3,5,4,4,3,4,4,2,Active Coping,2
STU-2026-0220,22,Female,On-Campus,3.04,1.0,4,5,1,4,8.0,3,2,1,7.356259556440414,2,2,3,1.613804950062483,3,3,4,3,Full-time,2,1,2,2,1.5,4,5,13.290561319143576,4,3,4,1.0,3,4,3,4,5,3,5,0,Social Support Seeking,2
STU-2026-0221,21,Male,Off-Campus with family,3.15,1.0,1,2,4,1,6.3,3,3,1,9.124048668626761,2,4,3,4.1037613950948,2,2,1,1,No,4,4,2,3,1.5,4,4,15.860606861677216,3,3,2,0.0,1,5,1,4,3,3,4,1,Active Coping,0
STU-2026-0222,20,Male,On-Campus,3.3,1.0,5,4,1,5,8.0,1,4,1,5.890354123876659,2,2,2,3.430472270597538,2,4,1,2,No,3,2,1,2,0.0,3,3,21.013136505238318,4,3,3,0.0,3,4,1,4,3,4,4,1,Social Support Seeking,2
STU-2026-0223,18,Male,Off-Campus alone,3.01,1.0,2,1,3,3,7.0,2,4,1,5.505599168058929,2,5,2,1.8321466789562215,3,1,3,3,No,2,3,1,1,1.5,3,4,12.967688893853193,2,2,3,1.0,1,4,5,4,1,1,4,0,Denial,0
STU-2026-0224,19,Female,Off-Campus alone,2.38,0.6,2,2,5,3,8.0,1,5,1,7.422499150777884,3,2,3,4.478637897949586,4,1,3,2,No,3,2,1,2,5.5,5,5,8.085665113728876,2,5,3,0.0,1,5,3,4,3,5,5,0,Active Coping,0
STU-2026-0225,19,Female,Off-Campus alone,3.16,1.0,4,3,1,4,8.0,3,3,2,9.953398058133931,3,4,5,3.243846099744701,4,3,4,5,Full-time,5,4,4,4,3.5,4,5,11.491462009375626,4,2,4,0.0,3,4,1,4,3,3,3,0,Substance Use,2
STU-2026-0226,19,Male,Off-Campus with family,3.15,0.6,3,2,3,3,7.4,2,3,1,4.001557211475165,2,2,3,2.4484455918606054,1,1,4,5,Full-time,3,3,2,3,3.5,4,3,17.917942349866358,4,5,2,0.0,3,5,1,5,3,4,4,0,Active Coping,1
STU-2026-0227,24,Female,Off-Campus alone,2.69,0.8,3,2,2,3,9.0,1,4,1,4.437984616657181,2,4,3,1.0768067175116829,3,1,1,1,No,5,5,2,4,3.5,5,1,18.389718924763365,5,2,2,0.0,2,5,2,5,1,4,4,0,Active Coping,0
STU-2026-0228,19,Female,Off-Campus alone,3.02,1.0,2,1,3,3,7.8,1,4,1,5.698737730073529,3,5,3,3.607824437468188,2,4,5,5,Full-time,3,2,2,3,1.5,3,4,17.03042598508117,2,5,3,0.0,1,5,3,3,1,3,1,1,Active Coping,0
STU-2026-0229,22,Male,On-Campus,3.33,1.0,3,2,2,3,8.1,2,4,1,6.143557319796119,2,4,4,2.7621017512464783,3,2,4,5,Part-time,4,3,2,4,0.0,4,3,21.50368652944008,3,4,1,0.0,3,5,1,4,2,5,3,2,Social Support Seeking,1
STU-2026-0230,20,Male,Off-Campus alone,,1.0,2,2,5,2,6.8,2,3,1,2.5860429939062133,2,4,3,0.9006380768148997,2,2,2,1,Part-time,1,1,2,1,1.5,5,2,14.068184650615073,2,4,2,2.0,1,3,5,3,4,5,4,0,Denial,2
STU-2026-0231,21,Female,On-Campus,3.64,1.0,5,5,1,5,7.1,1,4,2,10.74548821728787,3,4,4,3.573483297749008,1,2,5,5,No,4,4,1,3,0.0,5,5,25.26083074004662,1,4,1,0.0,3,5,1,4,2,3,3,2,Active Coping,1
STU-2026-0232,20,Female,Off-Campus with family,3.1,0.8,2,1,4,2,6.8,1,4,1,6.67423352162722,2,3,2,2.7765163813804126,3,3,3,3,No,4,4,1,3,1.5,3,4,19.090935680529533,3,3,1,0.0,0,4,2,5,1,5,4,0,Active Coping,0
STU-2026-0233,20,Female,On-Campus,2.64,1.0,5,5,1,5,8.0,2,3,2,6.299738689550072,3,5,3,4.40682312589957,4,3,2,1,No,2,1,1,2,3.5,3,3,2.3825626489606133,3,4,3,0.0,3,3,2,4,3,1,4,1,Denial,2
STU-2026-0234,20,Female,On-Campus,3.28,1.0,3,4,2,3,8.3,1,5,1,11.056593845088543,4,3,5,3.4293540201108974,4,2,4,3,Part-time,4,4,2,3,3.5,4,5,24.003293149817832,2,2,3,0.0,2,5,1,4,2,5,4,0,Active Coping,0
STU-2026-0235,19,Male,On-Campus,,1.0,4,3,1,4,7.5,1,5,1,8.794483737809532,4,5,3,2.212765317580686,4,4,4,5,No,4,5,1,3,1.5,3,4,11.16506694932139,2,3,1,0.0,2,5,1,5,2,3,3,0,Active Coping,0
STU-2026-0236,21,Male,Off-Campus with family,1.95,0.4,4,5,2,5,,2,3,2,5.661445306666629,3,3,2,2.788361366421919,3,3,3,3,No,4,4,2,4,1.5,5,3,9.829494052715347,3,4,2,1.0,3,5,2,4,2,3,5,0,Active Coping,1
STU-2026-0237,19,Female,On-Campus,3.24,0.8,4,4,1,5,8.0,2,3,1,7.411519613270388,4,3,2,3.2927249586228053,2,2,1,2,No,4,4,1,4,1.5,2,4,17.61885554916447,5,2,1,0.0,3,4,1,5,4,2,2,1,Denial,2
STU-2026-0238,18,Male,Off-Campus with family,2.72,0.8,3,3,3,4,7.9,2,3,1,6.895657169058803,2,3,3,3.186470321087554,4,2,3,4,Part-time,3,3,4,3,3.5,3,4,6.309097638317281,4,5,2,0.0,2,5,3,5,1,3,4,0,Active Coping,0
STU-2026-0239,20,Male,On-Campus,3.06,1.0,2,3,4,3,9.0,1,5,1,10.620877142323192,5,4,3,5.665894994334248,3,5,4,5,No,4,5,1,4,3.5,2,5,11.522653843391932,1,3,1,0.0,1,4,2,5,2,2,2,0,Denial,0
STU-2026-0240,19,Male,On-Campus,3.29,0.8,2,2,3,3,7.8,2,3,2,6.581439495791017,3,4,3,2.195384165414726,2,1,2,1,Part-time,5,5,1,5,5.5,4,2,22.785492703121037,5,3,2,0.0,2,3,2,4,3,5,4,1,Substance Use,1
STU-2026-0241,23,Male,Off-Campus with family,3.13,0.8,5,4,1,5,7.4,1,5,3,3.394851145354475,1,5,4,2.2247562803775054,3,1,4,3,Full-time,5,5,4,4,0.0,5,3,17.781087894987515,3,5,3,0.0,3,5,2,4,3,5,3,2,Social Support Seeking,1
STU-2026-0242,24,Male,Off-Campus alone,3.41,0.8,4,5,3,4,8.9,2,4,1,2.306939732986761,1,3,2,0.9639225465423256,2,2,2,2,No,5,4,1,5,1.5,4,3,19.0611989046961,5,4,3,0.0,3,5,2,5,3,2,3,0,Social Support Seeking,1
STU-2026-0243,23,Male,On-Campus,2.77,0.4,3,2,2,3,6.8,1,4,1,10.68790336851672,4,1,4,2.827411063649406,4,4,3,3,Part-time,3,2,5,2,1.5,5,5,11.71544699751263,2,4,2,1.0,2,5,2,5,3,2,3,0,Denial,1
STU-2026-0244,19,Male,Off-Campus with family,3.09,1.0,2,3,3,3,7.8,2,3,2,5.028463255593424,2,5,3,2.872003662573345,5,2,3,4,No,4,5,1,3,0.0,2,3,7.308150005159484,3,4,3,0.0,2,4,2,4,1,5,4,0,Substance Use,0
STU-2026-0245,18,Male,Off-Campus alone,3.05,0.6,3,3,3,3,6.3,3,2,1,8.675529139083276,2,5,5,4.524741103120377,2,4,5,5,Part-time,4,3,1,4,5.5,2,4,18.53408714656867,5,5,5,0.0,2,5,2,5,3,3,4,0,Social Support Seeking,1
STU-2026-0246,23,Female,Off-Campus with family,2.95,0.6,4,5,2,5,7.3,2,4,3,7.17940857678763,4,2,3,2.569307161286528,2,1,1,2,No,1,1,2,1,5.5,5,3,19.651280781209753,2,2,2,0.0,3,3,3,4,3,2,3,0,Denial,2
STU-2026-0247,20,Female,On-Campus,3.29,1.0,3,4,2,3,7.6,2,4,1,5.958363030304357,3,4,1,3.043289700024076,3,3,2,2,Part-time,5,4,4,4,0.0,5,4,19.42496693040555,5,4,2,0.0,2,4,1,5,2,3,5,0,Denial,1
STU-2026-0248,24,Female,On-Campus,2.85,1.0,4,3,3,5,7.4,2,3,5,6.350381457492186,3,4,4,1.9681799369651907,2,2,2,1,Part-time,4,5,1,4,0.0,5,4,16.045346150589328,4,3,3,1.0,3,5,2,4,1,3,3,0,Active Coping,1
STU-2026-0249,24,Female,Off-Campus alone,2.47,0.4,5,5,1,5,6.3,3,3,1,10.958444703823833,3,5,5,4.629062701473573,3,5,5,4,Full-time,2,2,4,1,1.5,5,5,10.164658782639647,5,1,2,1.0,3,5,3,3,5,2,4,0,Social Support Seeking,2
STU-2026-0250,22,Female,On-Campus,3.57,1.0,2,1,4,2,8.3,2,3,2,3.379841428392188,1,5,2,2.195904137496354,3,4,4,5,Part-time,1,2,2,1,3.5,4,4,27.18884794029865,2,2,3,0.0,1,5,3,3,3,4,3,0,Active Coping,0
STU-2026-0251,19,Male,Off-Campus alone,3.2,1.0,3,3,4,3,6.7,2,3,1,6.0338619231101855,2,5,3,1.6096359470722188,2,4,1,2,No,5,5,3,5,1.5,3,4,17.398937214920878,2,3,4,0.0,3,5,2,5,2,4,4,0,Active Coping,1
STU-2026-0252,19,Female,Off-Campus with family,2.7,0.4,3,2,4,3,6.0,3,3,1,9.266414401709254,4,5,3,3.644927656968681,3,2,4,5,Part-time,1,1,1,1,0.0,5,5,14.13056679205416,2,4,2,0.0,3,4,3,4,4,2,5,0,Denial,2
STU-2026-0253,22,Female,Off-Campus alone,2.61,1.0,3,4,2,3,8.6,3,3,1,3.7921374788843596,2,3,4,2.3153699779188757,2,2,5,5,Part-time,1,1,1,1,0.0,3,4,14.152753812583162,5,5,3,,3,4,3,4,5,5,4,0,Social Support Seeking,2
STU-2026-0254,19,Female,Off-Campus alone,3.28,1.0,2,1,5,3,7.6,2,4,1,10.293207019443962,3,5,3,7.048226669416148,4,5,4,4,No,3,3,4,3,1.5,4,5,15.747987390367769,2,4,3,1.0,1,5,3,5,3,4,3,0,Denial,1
STU-2026-0255,19,Male,Off-Campus alone,3.51,1.0,1,1,4,2,5.8,2,4,1,9.230624289384064,4,4,4,3.941135668097459,4,2,4,3,No,2,2,4,2,5.5,4,4,20.348041310789903,3,4,1,0.0,1,4,3,4,4,3,3,0,Social Support Seeking,1
STU-2026-0256,20,Male,On-Campus,3.59,1.0,5,5,2,5,5.5,5,1,1,7.679489212830842,3,2,3,3.482646899466254,4,3,3,4,Full-time,5,5,2,5,1.5,3,4,15.948140616527263,3,1,1,1.0,3,5,1,5,3,2,5,1,Social Support Seeking,2
STU-2026-0257,23,Male,Off-Campus alone,3.36,1.0,3,4,3,3,6.6,2,3,3,5.742107739314331,3,4,4,2.79115807285149,3,3,4,4,Part-time,3,3,1,2,1.5,5,3,19.292565767237484,3,2,4,1.0,3,4,4,4,2,2,3,0,Denial,2
STU-2026-0258,21,Male,Off-Campus with family,3.09,1.0,3,3,2,4,7.9,2,3,1,3.4710846120401073,2,5,3,2.3123465661525033,1,2,3,4,Part-time,4,5,1,4,0.0,2,2,15.756988439466037,2,3,5,0.0,2,3,1,4,1,3,4,0,Denial,1
STU-2026-0259,20,Female,Off-Campus with family,2.64,0.8,5,4,1,5,8.3,2,4,1,8.767614735335176,4,5,4,5.515736200334495,3,3,4,5,No,5,5,2,5,1.5,5,5,14.438230542648096,3,4,4,0.0,3,5,3,4,2,2,3,0,Denial,1
STU-2026-0260,18,Female,Off-Campus with family,3.63,1.0,4,5,1,4,6.3,3,2,1,13.871612336209719,5,2,5,3.9575787996783705,3,2,4,3,Part-time,4,5,1,4,3.5,4,5,18.206251966641943,4,1,5,0.0,3,5,2,5,3,3,3,0,Social Support Seeking,1
STU-2026-0261,20,Male,Off-Campus alone,3.15,0.8,2,2,5,2,6.6,2,4,1,7.3647313397921454,3,5,4,3.08124826245722,2,1,3,4,No,3,2,1,3,1.5,4,5,18.01643016836898,1,3,2,1.0,1,3,3,4,3,2,3,0,Substance Use,1
STU-2026-0262,25,Prefer not to say,Off-Campus alone,2.99,0.8,3,3,3,4,8.3,2,4,1,2.4348864731702475,3,5,3,1.05187147771439,2,2,4,3,Part-time,4,4,1,3,1.5,4,3,14.151829404524225,5,5,2,0.0,2,4,3,4,2,4,5,1,Social Support Seeking,1
STU-2026-0263,18,Female,Off-Campus alone,2.85,1.0,3,2,2,3,7.2,3,3,1,8.14379122531687,4,3,4,4.841875240051777,3,3,1,1,No,3,2,3,2,3.5,3,5,11.253965211428703,4,4,2,1.0,3,5,3,4,4,4,4,0,Active Coping,2
STU-2026-0264,20,Male,Off-Campus with family,2.93,0.8,4,3,1,5,5.7,2,3,2,9.150657428502988,3,4,3,4.5885646031031,4,3,3,2,Part-time,3,2,1,2,0.0,4,4,16.708644573702173,3,4,1,1.0,3,5,2,5,4,3,4,0,Active Coping,2
STU-2026-0265,22,Male,Off-Campus with family,3.28,1.0,4,5,1,5,6.4,2,4,1,4.705368920260157,2,5,3,2.48024809856681,2,3,5,5,Full-time,4,5,2,4,1.5,4,3,15.39174334481297,3,4,4,1.0,3,5,3,4,2,4,3,0,Active Coping,1
STU-2026-0266,21,Male,Off-Campus with family,2.65,1.0,4,4,1,4,6.3,2,4,1,5.38622018477651,3,4,3,3.765506282510601,4,3,4,4,No,5,5,2,5,1.5,4,4,12.225641436146212,2,2,5,0.0,3,5,2,5,2,5,4,1,Denial,1
STU-2026-0267,21,Male,On-Campus,3.39,1.0,3,2,3,3,10.0,1,5,1,5.13155442813427,2,2,3,1.2186416571276955,1,1,1,1,Full-time,4,5,2,4,1.5,3,4,10.787997587316017,3,2,4,0.0,1,4,3,4,2,4,4,0,Social Support Seeking,0
STU-2026-0268,21,Male,On-Campus,,0.6,4,5,3,5,8.5,1,5,1,5.671590332840777,2,5,3,1.7667282462093794,1,3,1,2,No,5,4,1,4,3.5,2,3,17.052379219472282,4,5,3,0.0,2,4,1,5,2,3,4,0,Active Coping,1
STU-2026-0269,19,Male,On-Campus,3.06,1.0,1,1,5,2,6.9,1,5,1,6.569592214304885,2,5,3,2.653773430062331,2,2,2,1,Part-time,4,4,1,3,3.5,2,4,17.75047528513847,2,4,2,0.0,0,5,2,4,1,3,2,0,Active Coping,0
STU-2026-0270,19,Male,On-Campus,2.74,1.0,2,2,3,3,8.9,1,5,1,4.847747228766243,2,4,3,1.8125300360502021,2,1,4,5,Part-time,4,3,2,3,1.5,4,3,13.199839426725697,3,4,1,0.0,1,5,1,5,2,5,5,1,Active Coping,0
STU-2026-0271,22,Male,On-Campus,2.25,0.8,3,4,3,4,7.3,3,3,1,3.9104056466194375,1,5,1,0.8244025919816336,1,3,4,3,No,5,4,3,4,0.0,1,3,12.100314820435372,1,2,2,0.0,3,4,1,4,2,2,4,0,Denial,1
STU-2026-0272,22,Female,On-Campus,2.53,1.0,1,2,4,2,8.5,2,4,2,7.435938464187543,4,4,3,1.8284140098925505,2,1,2,3,Part-time,1,1,2,1,1.5,5,3,10.848724054814047,4,4,3,0.0,1,5,2,5,3,3,5,0,Active Coping,0
STU-2026-0273,22,Male,On-Campus,3.35,1.0,2,1,5,3,7.6,2,4,1,6.543344900340748,2,3,4,3.536525103406068,4,2,3,3,Part-time,3,3,4,2,1.5,4,3,16.911274695724593,3,1,2,0.0,1,5,2,4,3,4,1,1,Active Coping,0
STU-2026-0274,23,Female,On-Campus,3.01,1.0,4,4,3,4,7.0,2,4,1,5.9093955747079585,4,4,2,3.780017161205175,3,2,4,5,No,4,4,3,3,1.5,5,4,10.980114631796317,3,2,5,0.0,2,5,2,5,3,4,3,2,Social Support Seeking,1
STU-2026-0275,20,Male,Off-Campus alone,3.53,0.8,5,5,2,5,8.1,2,4,1,7.207974291803786,3,3,4,3.2948623970388877,2,3,3,2,No,4,5,3,4,3.5,5,4,26.205672845103653,1,3,4,0.0,3,5,3,5,3,4,3,0,Active Coping,1
STU-2026-0276,20,Prefer not to say,Off-Campus with family,2.33,0.8,3,3,2,4,8.2,1,5,1,3.19956073610389,1,5,2,1.502499450855423,1,2,3,3,Part-time,2,3,1,1,0.0,2,4,12.948592820145015,5,3,1,0.0,2,4,3,4,2,3,5,2,Denial,1
STU-2026-0277,21,Male,On-Campus,2.49,1.0,2,3,4,3,7.7,1,4,1,7.6580073074919,3,2,4,2.508355147860158,1,3,3,4,Part-time,3,2,1,3,1.5,5,5,2.8739286106369946,2,2,1,0.0,2,5,2,4,3,2,4,0,Denial,1
STU-2026-0278,20,Male,Off-Campus with family,3.47,1.0,2,1,5,3,7.8,2,3,2,5.960779499276093,2,4,4,3.4807267430184687,1,4,3,4,Part-time,3,3,2,3,1.5,4,4,14.849141666854326,3,2,3,1.0,2,5,3,5,1,5,5,0,Substance Use,1
STU-2026-0279,21,Non-Binary,On-Campus,3.02,1.0,2,2,3,2,7.6,2,4,1,7.598723670281949,3,4,3,4.3760843971651004,3,3,2,3,Part-time,4,3,1,4,1.5,5,4,14.634832600905987,3,4,2,0.0,1,5,2,4,2,1,5,0,Active Coping,0
STU-2026-0280,21,Female,Off-Campus alone,2.79,0.8,1,2,4,1,8.1,2,4,3,7.999122763547419,3,5,3,3.953029241665095,5,2,2,3,No,5,4,2,5,3.5,5,3,20.558592837620942,4,4,4,0.0,1,5,2,5,2,2,4,0,Social Support Seeking,0
STU-2026-0281,22,Female,Off-Campus alone,3.08,1.0,5,5,1,5,9.6,1,5,2,9.827878195715444,4,3,2,3.010594991349193,1,2,4,5,Part-time,5,4,1,5,0.0,1,4,16.440631183638523,2,3,3,,3,3,2,4,4,3,4,0,Denial,2
STU-2026-0282,19,,On-Campus,2.67,1.0,2,1,5,3,8.7,1,4,1,7.2573860424722785,3,1,3,1.803526539944147,3,2,4,4,No,4,3,2,3,1.5,4,5,10.830824082800989,4,3,2,0.0,0,5,1,5,3,4,4,0,Active Coping,0
STU-2026-0283,19,Male,Off-Campus with family,3.11,1.0,3,3,2,4,7.3,1,4,2,9.666797075135817,2,3,3,2.2438500536304407,1,2,3,3,No,5,4,2,4,5.5,4,5,13.568040632516118,3,5,2,0.0,3,5,2,5,1,4,4,1,Active Coping,1
STU-2026-0284,18,Female,Off-Campus alone,3.13,1.0,1,1,5,1,7.3,1,4,1,6.195217147174774,2,5,3,3.074983846999454,2,2,3,3,No,3,3,2,3,1.5,4,3,16.637098858254937,3,1,2,1.0,0,4,4,3,1,5,4,1,Active Coping,0
STU-2026-0285,20,Female,Off-Campus alone,2.82,1.0,5,4,2,5,7.4,2,4,1,6.314556216588942,3,3,3,3.8677771950170925,2,2,1,1,No,3,4,5,2,1.5,3,3,4.176428748447947,4,2,4,0.0,3,5,3,5,3,2,4,0,Social Support Seeking,1
STU-2026-0286,18,Female,Off-Campus with family,2.95,1.0,4,4,2,4,6.2,2,4,4,6.772679567940812,4,3,2,4.261134402520404,2,1,2,1,No,3,3,1,3,1.5,3,3,21.693108671952253,4,4,1,0.0,3,3,2,4,3,3,5,0,Denial,2
STU-2026-0287,20,Female,Off-Campus with family,2.77,1.0,5,5,1,5,7.8,3,3,1,8.93531225169553,3,2,5,3.8583664508578672,3,2,1,1,No,4,4,1,3,5.5,4,3,10.844150570976677,4,2,4,0.0,3,5,1,5,4,3,4,0,Active Coping,2
STU-2026-0288,20,Male,On-Campus,3.56,0.8,4,3,1,4,6.2,4,2,1,8.577397692557284,2,5,3,5.078982955017625,3,5,2,3,Part-time,2,2,1,1,5.5,4,4,22.085219104738087,5,4,3,0.0,3,5,2,5,3,5,5,0,Active Coping,1
